doc_id,source_path,page_count,char_count,chars_per_page,extractor,thin_pages,transcribed_pages,unread_pages,transcription_model,truncated,original_char_count,stratum
CHINARECYCLINGENERGYCORP_11_14_2013-EX-10.6-Cooperation Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CHINARECYCLINGENERGYCORP_11_14_2013-EX-10.6-Cooperation Agreement.PDF,9,16525,1836.1,pymupdf,0,0,0,,False,16525,random
CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CHIPMOSTECHNOLOGIESBERMUDALTD_04_18_2016-EX-4.72-Strategic Alliance Agreement.PDF,7,13457,1922.4,pymupdf,0,0,0,,False,13457,random
"COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/COOLTECHNOLOGIES,INC_10_25_2017-EX-10.71-Strategic Alliance Agreement.PDF",6,13532,2255.3,pymupdf,0,0,0,,False,13532,random
"CORALGOLDRESOURCES,LTD_05_28_2020-EX-4.1-CONSULTING AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CORALGOLDRESOURCES,LTD_05_28_2020-EX-4.1-CONSULTING AGREEMENT.PDF",11,29626,2693.3,pymupdf,0,0,0,,False,29626,random
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.PDF,13,62313,4793.3,pymupdf,0,0,0,,False,62313,random
"CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CURAEGISTECHNOLOGIES,INC_05_26_2010-EX-1-CORPORATE SPONSORSHIP AGREEMENT.PDF",3,12675,4225.0,pymupdf,0,0,0,,False,12675,random
CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT.PDF,10,36459,3645.9,pymupdf,0,0,0,,False,36459,random
CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT.PDF,5,25286,5057.2,pymupdf,0,0,0,,False,25286,random
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1.pdf,47,165676,3525.0,pymupdf,0,0,0,,False,165676,random
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement2,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement2.pdf,2,2887,1443.5,pymupdf,0,0,0,,False,2887,random
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement3,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement3.pdf,1,1703,1703.0,pymupdf,0,0,0,,False,1703,random
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.pdf,4,5354,1338.5,pymupdf,0,0,0,,False,5354,random
CcRealEstateIncomeFundadv_20181205_POS 8C_EX-99.(H)(3)_11447739_EX-99.(H)(3)_Marketing Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CcRealEstateIncomeFundadv_20181205_POS 8C_EX-99.(H)(3)_11447739_EX-99.(H)(3)_Marketing Agreement.pdf,14,30061,2147.2,pymupdf,0,0,0,,False,30061,random
CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement.pdf,24,61914,2579.8,pymupdf,0,0,0,,False,61914,random
Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/Cerus Corporation - FIRST AMEND TO SUPPLY AND MANUFACTURING AGREEMENT.PDF,10,11376,1137.6,pymupdf,0,0,0,,False,11376,random
ChinaRealEstateInformationCorp_20090929_F-1_EX-10.32_4771615_EX-10.32_Content License Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ChinaRealEstateInformationCorp_20090929_F-1_EX-10.32_4771615_EX-10.32_Content License Agreement.pdf,19,49195,2589.2,pymupdf,0,0,0,,False,49195,random
ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ClickstreamCorp_20200330_1-A_EX1A-6 MAT CTRCT_12089935_EX1A-6 MAT CTRCT_Development Agreement.pdf,11,34139,3103.5,pymupdf,0,0,0,,False,34139,random
CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CnsPharmaceuticalsInc_20200326_8-K_EX-10.1_12079626_EX-10.1_Development Agreement.pdf,5,20769,4153.8,pymupdf,0,0,0,,False,20769,random
CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement.pdf,48,145546,3032.2,pymupdf,0,0,0,,False,145546,random
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.PDF",16,45689,2855.6,pymupdf,0,0,0,,False,45689,random
ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement.pdf,33,61962,1877.6,pymupdf,0,0,0,,False,61962,random
CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement.pdf,12,28784,2398.7,pymupdf,0,0,0,,False,28784,random
CybergyHoldingsInc_20140520_10-Q_EX-10.27_8605784_EX-10.27_Affiliate Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CybergyHoldingsInc_20140520_10-Q_EX-10.27_8605784_EX-10.27_Affiliate Agreement.pdf,16,33508,2094.2,pymupdf,0,0,0,,False,33508,random
CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement.pdf,50,159052,3181.0,pymupdf,0,0,0,,False,159052,random
DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/DIVERSINETCORP_03_01_2012-EX-4-RESELLER AGREEMENT.PDF,15,75277,5018.5,pymupdf,0,0,0,,False,75277,random
DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT.PDF,4,12534,3133.5,pymupdf,0,0,0,,False,12534,random
DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT.PDF,3,8887,2962.3,pymupdf,0,0,0,,False,8887,random
"DRIVENDELIVERIES,INC_05_22_2020-EX-10.4-CONSULTING AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/DRIVENDELIVERIES,INC_05_22_2020-EX-10.4-CONSULTING AGREEMENT.PDF",7,27876,3982.3,pymupdf,0,0,0,,False,27876,random
DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/DRKOOPCOMINC_04_21_1999-EX-10.28-SPONSORSHIP AGREEMENT.PDF,8,39104,4888.0,pymupdf,0,0,0,,False,39104,random
"DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/DUOSTECHNOLOGIESGROUP,INC_04_21_2009-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF",7,46175,6596.4,pymupdf,0,0,0,,False,46175,random
DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/DYNAMEXINC_06_06_1996-EX-10.4-TRANSPORTATION SERVICES AGREEMENT.PDF,11,49267,4478.8,pymupdf,0,0,0,,False,49267,random
DYNTEKINC_07_30_1999-EX-10-ONLINE HOSTING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/DYNTEKINC_07_30_1999-EX-10-ONLINE HOSTING AGREEMENT.PDF,6,26758,4459.7,pymupdf,0,0,0,,False,26758,random
DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/DataCallTechnologies_20060918_SB-2A_EX-10.9_944510_EX-10.9_Content License Agreement.pdf,5,14060,2812.0,pymupdf,0,0,0,,False,14060,random
DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement.pdf,6,28782,4797.0,pymupdf,0,0,0,,False,28782,random
DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/DigitalCinemaDestinationsCorp_20111220_S-1_EX-10.10_7346719_EX-10.10_Affiliate Agreement.pdf,37,108439,2930.8,pymupdf,0,0,0,,False,108439,random
DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement.pdf,44,174889,3974.8,pymupdf,0,0,0,,False,174889,random
ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ELANDIAINTERNATIONALINC_04_25_2007-EX-10.21-Outsourcing Agreement.PDF,60,82854,1380.9,pymupdf,0,0,0,,False,82854,random
ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement .PDF,20,47893,2394.7,pymupdf,0,0,0,,False,47893,random
"ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ELFBEAUTY,INC_07_02_2020-EX-10.1-COOPERATION AGREEMENT.PDF",13,45338,3487.5,pymupdf,0,0,0,,False,45338,random
EMERALDHEALTHTHERAPEUTICSINC_06_10_2020-EX-4.5-CONSULTING AGREEMENT - DR. GAETANO MORELLO N.D. INC.,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/EMERALDHEALTHTHERAPEUTICSINC_06_10_2020-EX-4.5-CONSULTING AGREEMENT - DR. GAETANO MORELLO N.D. INC..PDF,8,20567,2570.9,pymupdf,0,0,0,,False,20567,random
ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT.PDF,32,81885,2558.9,pymupdf,0,0,0,,False,81885,random
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.PDF,25,60948,2437.9,pymupdf,0,0,0,,False,60948,random
ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ENTERPRISEPRODUCTSPARTNERSLP_07_08_1998-EX-10.3-TRANSPORTATION CONTRACT.PDF,16,74710,4669.4,pymupdf,0,0,0,,False,74710,random
ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ENTERTAINMENTGAMINGASIAINC_02_15_2005-EX-10.5-DISTRIBUTOR AGREEMENT.PDF,16,44513,2782.1,pymupdf,0,0,0,,False,44513,random
ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT.PDF,9,46419,5157.7,pymupdf,0,0,0,,False,46419,random
"ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ETELOS,INC_03_09_2004-EX-10.8-DISTRIBUTOR AGREEMENT.PDF",9,25511,2834.6,pymupdf,0,0,0,,False,25511,random
EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/EUROPEANMICROHOLDINGSINC_03_06_1998-EX-10.6-DISTRIBUTOR AGREEMENT.PDF,12,56808,4734.0,pymupdf,0,0,0,,False,56808,random
EbixInc_20010515_10-Q_EX-10.3_4049767_EX-10.3_Co-Branding Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/EbixInc_20010515_10-Q_EX-10.3_4049767_EX-10.3_Co-Branding Agreement.pdf,8,42880,5360.0,pymupdf,0,0,0,,False,42880,random
EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/EcoScienceSolutionsInc_20171117_8-K_EX-10.1_10956472_EX-10.1_Endorsement Agreement.pdf,7,18019,2574.1,pymupdf,0,0,0,,False,18019,random
EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/EcoScienceSolutionsInc_20180406_8-K_EX-10.1_11135398_EX-10.1_Sponsorship Agreement.pdf,3,8022,2674.0,pymupdf,0,0,0,,False,8022,random
EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement.pdf,13,63966,4920.5,pymupdf,0,0,0,,False,63966,random
EhaveInc_20190515_20-F_EX-4.44_11678816_EX-4.44_License Agreement_ Reseller Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/EhaveInc_20190515_20-F_EX-4.44_11678816_EX-4.44_License Agreement_ Reseller Agreement.pdf,27,86940,3220.0,pymupdf,0,0,0,,False,86940,random
ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ElPolloLocoHoldingsInc_20200306_10-K_EX-10.16_12041700_EX-10.16_Development Agreement.pdf,14,60430,4316.4,pymupdf,0,0,0,,False,60430,random
EmbarkComInc_19991008_S-1A_EX-10.10_6487661_EX-10.10_Co-Branding Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/EmbarkComInc_19991008_S-1A_EX-10.10_6487661_EX-10.10_Co-Branding Agreement.pdf,9,35039,3893.2,pymupdf,0,0,0,,False,35039,random
EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/EmeraldHealthBioceuticalsInc_20200218_1-A_EX1A-6 MAT CTRCT_11987205_EX1A-6 MAT CTRCT_Development Agreement.pdf,6,16408,2734.7,pymupdf,0,0,0,,False,16408,random
EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.6_Marketing Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/EmmisCommunicationsCorp_20191125_8-K_EX-10.6_11906433_EX-10.6_Marketing Agreement.pdf,7,17238,2462.6,pymupdf,0,0,0,,False,17238,random
EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement.pdf,23,65564,2850.6,pymupdf,0,0,0,,False,65564,random
EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX-10.B(01)_Content License Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/EuromediaHoldingsCorp_20070215_10SB12G_EX-10.B(01)_525118_EX-10.B(01)_Content License Agreement.pdf,12,30020,2501.7,pymupdf,0,0,0,,False,30020,random
ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/ExactSciencesCorp_20180822_8-K_EX-10.1_11331629_EX-10.1_Promotion Agreement.pdf,59,158940,2693.9,pymupdf,0,0,0,,False,158940,random
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.pdf,4,10994,2748.5,pymupdf,0,0,0,,False,10994,random
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_AMENDMENT.pdf,1,3847,3847.0,pymupdf,0,0,0,,False,3847,random
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_POWEROF.pdf,5,14360,2872.0,pymupdf,0,0,0,,False,14360,random
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT.pdf,1,5467,5467.0,pymupdf,0,0,0,,False,5467,random
FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT.PDF,53,155309,2930.4,pymupdf,0,0,0,,False,155309,random
"FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FIDELITYNATIONALINFORMATIONSERVICES,INC_08_05_2009-EX-10.3-INTELLECTUAL PROPERTY AGREEMENT.PDF",31,155098,5003.2,pymupdf,0,0,0,,False,155098,random
FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FLOTEKINDUSTRIESINCCN_05_09_2019-EX-10.1-SUPPLY AGREEMENT.PDF,6,19269,3211.5,pymupdf,0,0,0,,False,19269,random
"FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FOUNDATIONMEDICINE,INC_02_02_2015-EX-10.2-Collaboration Agreement.PDF",74,171568,2318.5,pymupdf,0,0,0,,False,171568,random
"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT.PDF",15,37841,2522.7,pymupdf,0,0,0,,False,37841,random
FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FUSIONPHARMACEUTICALSINC_06_05_2020-EX-10.17-Supply Agreement - FUSION.PDF,14,40539,2895.6,pymupdf,0,0,0,,False,40539,random
FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FerroglobePlc_20150624_F-4A_EX-10.20_9154746_EX-10.20_Outsourcing Agreement.pdf,19,30473,1603.8,pymupdf,0,0,0,,False,30473,random
Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement.pdf,3,6315,2105.0,pymupdf,0,0,0,,False,6315,random
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.pdf,11,26703,2427.5,pymupdf,0,0,0,,False,26703,random
FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FuelcellEnergyInc_20191106_8-K_EX-10.1_11868007_EX-10.1_Development Agreement.pdf,33,105201,3187.9,pymupdf,0,0,0,,False,105201,random
FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_Content License Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FulucaiProductionsLtd_20131223_10-Q_EX-10.9_8368347_EX-10.9_Content License Agreement.pdf,8,18405,2300.6,pymupdf,0,0,0,,False,18405,random
FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement.pdf,20,32188,1609.4,pymupdf,0,0,0,,False,32188,random
GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT.PDF,6,15701,2616.8,pymupdf,0,0,0,,False,15701,random
GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT.PDF,1,1719,1719.0,pymupdf,0,0,0,,False,1719,random
"GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT FILING AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/GALERATHERAPEUTICS,INC_02_14_2020-EX-99.A-JOINT FILING AGREEMENT.PDF",3,3860,1286.7,pymupdf,0,0,0,,False,3860,random
"GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/GIGGLESN_HUGS,INC_06_23_2016-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.PDF",8,22339,2792.4,pymupdf,0,0,0,,False,22339,random
GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT.PDF,7,20788,2969.7,pymupdf,0,0,0,,False,20788,random
GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/GOCALLINC_03_30_2000-EX-10.7-Promotion Agreement.PDF,5,22302,4460.4,pymupdf,0,0,0,,False,22302,random
GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT.PDF,19,55123,2901.2,pymupdf,0,0,0,,False,55123,random
"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement.PDF",115,300050,2609.1,pymupdf,0,0,0,,False,300050,random
GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT,/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/GRANTIERRAENERGYINC_05_07_2012-EX-10.6-TRANSPORTATION CONTRACT.PDF,106,228571,2156.3,pymupdf,0,0,0,,False,228571,random
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.PDF",3,5705,1901.7,pymupdf,0,0,0,,False,5705,random
"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.","/Users/aaron/Projects/doc-proc-demo-1/data/pdfs/GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC..PDF",23,37031,1610.0,pymupdf,0,0,0,,False,37031,random
